Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_form_chunks_100	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
FB_profilingUD_input/1505-train-1-.conllu	2	6	3.0	7.0	0	0	0	0	0	0	0	16.666666666666668	0	33.333333333333336	0	0	0	16.666666666666668	0	0	33.333333333333336	0	0.8	0	0	0	100.0	0	50.0	50.0	0	100.0	0	0	0	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	1.0	0	100.0	0	0	0	0	0	1.5	3.0	1.0	1.0	1	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	16.666666666666668	0	0	0	16.666666666666668	33.333333333333336	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/787-train-1-.conllu	1	22	22.0	5.238095238095238	0	0	9.090909090909092	27.272727272727273	9.090909090909092	4.545454545454546	4.545454545454546	9.090909090909092	0	13.636363636363637	0	4.545454545454546	0	4.545454545454546	0	0	13.636363636363637	0	0.47619047619047616	0	0	100.0	0	0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	3.0	0.0	1.3333333333333333	0	66.66666666666667	33.333333333333336	0	0	0	0	5.0	7.333333333333333	13.0	2.3	13	1.0	2	100.0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	4.545454545454546	0	4.545454545454546	0	22.727272727272727	4.545454545454546	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	4.545454545454546	9.090909090909092	0	0	0	0	9.090909090909092	0	4.545454545454546	4.545454545454546	4.545454545454546	0	9.090909090909092	0.0	100.0	100.0	0.0	2.0	0	100.0	0	0	0
FB_profilingUD_input/1739-train-0-.conllu	1	17	17.0	4.352941176470588	0	0	0	17.647058823529413	11.764705882352942	11.764705882352942	0	11.764705882352942	0	11.764705882352942	0	17.647058823529413	0	0	5.882352941176471	0	11.764705882352942	0	0.35294117647058826	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	50.0	50.0	100.0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	5.666666666666667	8.0	2.4375	8	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	5.882352941176471	0	11.764705882352942	0	0	0	0	17.647058823529413	0	5.882352941176471	0	0	5.882352941176471	0	11.764705882352942	0	0	0	0	5.882352941176471	0	0	0	0	0	0	0	5.882352941176471	5.882352941176471	11.764705882352942	0	0	0	5.882352941176471	0	0	0	5.882352941176471	0	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/659-test-0-.conllu	1	2	2.0	4.0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/620-train-1-.conllu	4	30	7.5	4.391304347826087	0	0	0	6.666666666666667	6.666666666666667	0	3.3333333333333335	10.0	0	23.333333333333332	0	10.0	3.3333333333333335	23.333333333333332	0	0	13.333333333333334	0	0.6086956521739131	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	75.0	2.25	0	0	75.0	25.0	0	0	0	2.5	7.5	2.75	1.6842105263157894	5	1.0	1	100.0	0	0	0	50.0	50.0	0.0	100.0	0	0	0	6.666666666666667	0	0	0	0	6.666666666666667	3.3333333333333335	3.3333333333333335	3.3333333333333335	6.666666666666667	0	0	6.666666666666667	3.3333333333333335	0	0	0	3.3333333333333335	0	0	0	0	0	0	0	0	3.3333333333333335	6.666666666666667	0	0	6.666666666666667	3.3333333333333335	0	0	23.333333333333332	13.333333333333334	0	0	75.0	25.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/486-train-0-.conllu	1	1	1.0	11.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2093-train-1-.conllu	1	2	2.0	4.5	0	0	0	0	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/1827-train-1-.conllu	3	37	12.333333333333334	4.638888888888889	0	0	2.7027027027027026	13.513513513513514	8.108108108108109	2.7027027027027026	2.7027027027027026	10.81081081081081	0	10.81081081081081	2.7027027027027026	10.81081081081081	2.7027027027027026	2.7027027027027026	0	2.7027027027027026	27.027027027027028	0	0.5277777777777778	14.285714285714286	0	14.285714285714286	71.42857142857143	0	0	100.0	0	60.0	0	30.0	10.0	0	0	0	83.33333333333333	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	3.3333333333333335	33.333333333333336	2.4	0	20.0	30.0	40.0	10.0	0	0	2.6666666666666665	3.7	5.0	2.235294117647059	15	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	2.7027027027027026	2.7027027027027026	8.108108108108109	2.7027027027027026	0	0	2.7027027027027026	8.108108108108109	2.7027027027027026	5.405405405405405	0	5.405405405405405	0	0	10.81081081081081	0	0	0	0	5.405405405405405	0	0	0	0	0	0	0	5.405405405405405	0	5.405405405405405	0	0	8.108108108108109	8.108108108108109	0	0	0	8.108108108108109	0	8.108108108108109	12.5	87.5	100.0	0.0	2.3333333333333335	33.333333333333336	33.333333333333336	0	33.333333333333336	0
FB_profilingUD_input/962-train-0-.conllu	1	3	3.0	3.5	0	0	33.333333333333336	0	0	0	0	0	0	33.333333333333336	0	0	0	33.333333333333336	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/790-test-1-.conllu	1	12	12.0	4.583333333333333	0	0	8.333333333333334	16.666666666666668	0	8.333333333333334	0	16.666666666666668	0	16.666666666666668	8.333333333333334	8.333333333333334	0	0	0	0	16.666666666666668	0	0.4166666666666667	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	2.0	100.0	2.0	50.0	0	0	0	50.0	0	0	3.0	6.0	9.0	2.3636363636363638	9	1.0	1	100.0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	16.666666666666668	0	8.333333333333334	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/2248-train-0-.conllu	3	12	4.0	3.857142857142857	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	8.333333333333334	16.666666666666668	41.666666666666664	0	8.333333333333334	8.333333333333334	0	0.5714285714285714	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333333333	33.333333333333336	4.0	0	0	0	0	100.0	0	0	0.6666666666666666	12.0	1.3333333333333333	1.8	4	0	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	33.333333333333336	25.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/46-test-1-.conllu	1	20	20.0	5.421052631578948	0	0	0	15.0	0	0	0	20.0	0	25.0	0	15.0	0	5.0	0	0	20.0	0	0.47368421052631576	0	0	0	100.0	0	0	100.0	0	75.0	0	25.0	0	0	0	0	33.333333333333336	0	0	66.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	2.5	0	25.0	25.0	25.0	25.0	0	0	5.0	5.0	9.0	2.2222222222222223	9	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	20.0	0	0	0	0	0	5.0	0	0	0	0	0	0	5.0	10.0	5.0	0	0	15.0	5.0	0	0	5.0	5.0	0	5.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/1554-train-1-.conllu	1	11	11.0	5.2	0	0	18.181818181818183	9.090909090909092	9.090909090909092	18.181818181818183	9.090909090909092	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0.6	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	50.0	0	50.0	0	3.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	3.6666666666666665	4.0	1.6666666666666667	4	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0	9.090909090909092	0	0	18.181818181818183	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/2512-train-1-.conllu	1	42	42.0	4.82051282051282	0	0	4.761904761904762	14.285714285714286	7.142857142857143	7.142857142857143	4.761904761904762	4.761904761904762	0	11.904761904761905	0	11.904761904761905	9.523809523809524	7.142857142857143	0	0	16.666666666666668	0	0.5384615384615384	0	0	25.0	75.0	0	0	100.0	0	42.857142857142854	14.285714285714286	28.571428571428573	14.285714285714286	0	0	0	66.66666666666667	0	0	33.333333333333336	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	66.66666666666667	0	0	33.333333333333336	9.0	100.0	2.4285714285714284	0	28.571428571428573	28.571428571428573	14.285714285714286	28.571428571428573	0	0	8.0	4.666666666666667	14.0	2.3684210526315788	14	1.0	1	100.0	0	0	0	20.0	80.0	33.333333333333336	66.66666666666667	4.761904761904762	2.380952380952381	4.761904761904762	7.142857142857143	2.380952380952381	0	2.380952380952381	0	9.523809523809524	4.761904761904762	2.380952380952381	0	2.380952380952381	4.761904761904762	2.380952380952381	4.761904761904762	0	0	0	0	0	2.380952380952381	0	0	0	0	2.380952380952381	0	4.761904761904762	2.380952380952381	4.761904761904762	0	0	11.904761904761905	4.761904761904762	2.380952380952381	0	7.142857142857143	2.380952380952381	0	0	12.5	87.5	100.0	0.0	1.6	60.0	20.0	20.0	0	0
FB_profilingUD_input/641-train-1-.conllu	1	8	8.0	4.714285714285714	0	0	12.5	0	25.0	0	0	12.5	0	12.5	0	12.5	0	12.5	0	0	12.5	0	0.7142857142857143	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.0	2.0	1.5	2	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	25.0	12.5	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	0	12.5	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2517-train-1-.conllu	1	6	6.0	4.75	0	0	0	0	0	0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	2.0	1.6666666666666667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	33.333333333333336	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2437-train-0-.conllu	1	9	9.0	4.428571428571429	0	0	22.22222222222222	0	0	0	11.11111111111111	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	22.22222222222222	0	0	0	0	0.7142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	6.0	2.1666666666666665	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.22222222222222	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	22.22222222222222	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/678-test-1-.conllu	2	30	15.0	4.076923076923077	0	0	3.3333333333333335	10.0	10.0	6.666666666666667	0	6.666666666666667	3.3333333333333335	10.0	3.3333333333333335	13.333333333333334	0	13.333333333333334	3.3333333333333335	0	16.666666666666668	0	0.46153846153846156	0	0	33.333333333333336	66.66666666666667	0	50.0	50.0	0	40.0	0	40.0	20.0	0	50.0	0	0	0	0	50.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.5	50.0	3.0	0	0	60.0	0	20.0	20.0	0	3.5	6.0	6.5	2.2083333333333335	9	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	3.3333333333333335	10.0	0	0	6.666666666666667	0	6.666666666666667	0	3.3333333333333335	0	3.3333333333333335	0	0	6.666666666666667	0	0	0	0	3.3333333333333335	6.666666666666667	0	0	0	0	0	0	6.666666666666667	3.3333333333333335	0	0	3.3333333333333335	6.666666666666667	3.3333333333333335	0	0	13.333333333333334	6.666666666666667	0	6.666666666666667	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0	0
FB_profilingUD_input/2267-train-0-.conllu	1	4	4.0	3.5	0	0	0	25.0	0	25.0	0	0	0	25.0	0	0	25.0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	1.0	0.0	0	0	0	0	0	0	0	0	2.0	4.0	2.0	1.3333333333333333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	25.0	0	0	0.0	100.0	0.0	100.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/2049-train-0-.conllu	1	2	2.0	3.0	0	0	0	0	50.0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/86-test-0-.conllu	2	12	6.0	5.083333333333333	0	0	8.333333333333334	0	16.666666666666668	0	8.333333333333334	16.666666666666668	0	25.0	0	8.333333333333334	0	0	0	0	16.666666666666668	0	0.6666666666666666	0	50.0	0	50.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	50.0	2.5	0	0	50.0	50.0	0	0	0	2.0	6.0	1.5	1.7	3	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	16.666666666666668	0	0	0	0	16.666666666666668	0	8.333333333333334	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/997-test-0-.conllu	2	19	9.5	4.875	0	0	5.2631578947368425	10.526315789473685	5.2631578947368425	0	10.526315789473685	21.05263157894737	0	21.05263157894737	0	10.526315789473685	0	15.789473684210526	0	0	0	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	3.5	2.0	5	1.0	2	100.0	0	0	0	0	0	0.0	100.0	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	10.526315789473685	10.526315789473685	0	0	5.2631578947368425	0	0	15.789473684210526	5.2631578947368425	0	0	0	0	0	0	0	0	0	0	0	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	15.789473684210526	10.526315789473685	0	0	0	0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2254-train-0-.conllu	1	8	8.0	4.0	0	0	0	0	0	0	12.5	25.0	0	25.0	0	12.5	0	12.5	0	0	12.5	0	0.42857142857142855	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	8.0	4.0	1.8333333333333333	4	0	0	0	0	0	0	50.0	50.0	100.0	0.0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	25.0	0	0	0	12.5	12.5	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/1125-train-0-.conllu	1	9	9.0	4.875	0	0	0	11.11111111111111	0	0	11.11111111111111	22.22222222222222	0	22.22222222222222	0	0	0	11.11111111111111	0	0	22.22222222222222	0	0.5	0	0	50.0	50.0	0	100.0	0	0	50.0	0	0	50.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	4.5	5.0	2.142857142857143	5	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	0	22.22222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	0	11.11111111111111	11.11111111111111	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/820-test-1-.conllu	1	2	2.0	10.0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	50.0	0	0.5	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	0.0	100.0	0	0	0	0	0	0	1.0	2.0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/2-train-0-.conllu	1	5	5.0	4.0	0	0	0	0	20.0	0	0	0	0	0	0	20.0	20.0	0	0	0	40.0	0	0.8	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	2.0	2.5	2.0	1.25	2	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	20.0	0	20.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/909-test-0-.conllu	1	15	15.0	4.785714285714286	0	0	0	20.0	0	6.666666666666667	0	26.666666666666668	0	20.0	0	6.666666666666667	6.666666666666667	6.666666666666667	0	0	6.666666666666667	0	0.35714285714285715	0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	7.5	5.0	1.9230769230769231	5	1.0	3	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	6.666666666666667	0	26.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	6.666666666666667	0	0	6.666666666666667	0	0	0	6.666666666666667	6.666666666666667	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
FB_profilingUD_input/2262-train-1-.conllu	1	7	7.0	3.4285714285714284	0	0	0	14.285714285714286	0	0	0	28.571428571428573	0	28.571428571428573	0	14.285714285714286	0	0	0	0	14.285714285714286	0	0.42857142857142855	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	7.0	3.0	1.6666666666666667	3	1.0	1	100.0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	0	0	100.0	0.0	0	0	0	0	0	0	0	0
FB_profilingUD_input/138-test-1-.conllu	2	21	10.5	5.0	0	0	4.761904761904762	9.523809523809524	0	0	4.761904761904762	14.285714285714286	0	19.047619047619047	0	4.761904761904762	0	19.047619047619047	9.523809523809524	0	14.285714285714286	0	0.47058823529411764	0	66.66666666666667	0	33.333333333333336	0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	100.0	2.6666666666666665	0	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	2.5	7.0	6.5	2.3333333333333335	11	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	4.761904761904762	0	4.761904761904762	0	0	0	9.523809523809524	4.761904761904762	0	0	0	0	0	9.523809523809524	0	4.761904761904762	0	0	0	0	0	0	0	0	0	0	9.523809523809524	4.761904761904762	9.523809523809524	0	0	0	9.523809523809524	0	0	19.047619047619047	9.523809523809524	0	0	66.66666666666667	33.333333333333336	0.0	100.0	1.0	100.0	0	0	0	0
